time,input,output,dexa,dexb,dexc,token0,token1,token2 
1650767700841,5,4.980014740686216,spooky,spooky,FTM,DAI
1650767701137,5,4.97986362735008,spooky,spooky,FTM,LQDR
1650767701393,5,4.980009529575257,spooky,spooky,FTM,MIM
1650767701637,5,4.980018968161943,spooky,spooky,FTM,TOMB
1650767701833,5,4.708956424567843,spooky,spooky,FTM,SPIRIT
1650767702082,5,4.980017312616892,spooky,spooky,FTM,BOO
1650767702286,5,4.948704079847048,spooky,spooky,FTM,FANG
1650767702489,5,4.9800173781450985,spooky,spooky,FTM,ETH
1650767702753,5,4.97975554157004,spooky,spooky,FTM,WBTC
1650767702961,5,4.979862596730288,spooky,spooky,FTM,ICE
1650767703224,5,4.979948764685408,spooky,spooky,FTM,ANY
1650767703457,5,4.980014546158358,spooky,spooky,DAI,FTM
1650767703690,5,4.979877484483276,spooky,spooky,LQDR,FTM
1650767703929,5,4.980009124775142,spooky,spooky,MIM,FTM
1650767704131,5,4.7938170245755805,spooky,spooky,MIM,TOMB
1650767704372,5,4.980018985709251,spooky,spooky,TOMB,FTM
1650767704641,5,4.803298960094399,spooky,spooky,TOMB,MIM
1650767704843,5,4.955965705089259,spooky,spooky,TOMB,BOO
1650767705055,5,4.7411690063976835,spooky,spooky,SPIRIT,FTM
1650767705316,5,4.980017298428023,spooky,spooky,BOO,FTM
1650767705547,5,4.95554982760325,spooky,spooky,BOO,TOMB
1650767705773,5,4.950306552274067,spooky,spooky,FANG,FTM
1650767705998,5,4.980017374110448,spooky,spooky,ETH,FTM
1650767706224,5,4.979714139010872,spooky,spooky,ETH,WBTC
1650767706453,5,4.98000944,spooky,spooky,WBTC,FTM
1650767706658,5,4.98000944,spooky,spooky,WBTC,ETH
1650767706867,5,4.979854165065975,spooky,spooky,ICE,FTM
1650767707122,5,4.9589410128972675,spooky,spooky,ICE,ANY
1650767707306,5,4.979955152148903,spooky,spooky,ANY,FTM
1650767707524,5,4.961769676928567,spooky,spooky,ANY,ICE
1650767707741,5,4.979802592195198,spooky,spirit,FTM,DAI
1650767707936,5,4.985592125719365,spooky,spirit,FTM,LQDR
1650767708133,5,4.971859643305863,spooky,spirit,FTM,MIM
1650767708334,5,4.984831383272001,spooky,spirit,FTM,TOMB
1650767708568,5,4.822717742136765,spooky,spirit,FTM,SPIRIT
1650767708829,5,4.932561483236565,spooky,spirit,FTM,FANG
1650767709049,5,4.9794508040479535,spooky,spirit,FTM,ETH
